database,workload,iteration,start_node,latency_ms,success,error,concurrency,op_type
cognodb,point_lookup,71,9609470,248.859,True,,,read
cognodb,point_lookup,72,9610393,246.6316,True,,,read
cognodb,point_lookup,73,9701246,248.6976,True,,,read
cognodb,point_lookup,74,9702270,248.2884,True,,,read
cognodb,point_lookup,75,9703209,247.2843,True,,,read
cognodb,point_lookup,76,9703232,247.8201,True,,,read
cognodb,point_lookup,77,9703423,248.8637,True,,,read
cognodb,point_lookup,78,9705262,249.3901,True,,,read
cognodb,point_lookup,79,9706541,250.1373,True,,,read
cognodb,point_lookup,80,9707250,248.4886,True,,,read
cognodb,point_lookup,81,9707282,249.3701,True,,,read
cognodb,point_lookup,82,9707295,247.6767,True,,,read
cognodb,point_lookup,83,9710376,254.4234,True,,,read
cognodb,point_lookup,84,9711261,247.0282,True,,,read
cognodb,point_lookup,85,9711379,248.0365,True,,,read
cognodb,point_lookup,86,9803439,249.0922,True,,,read
cognodb,point_lookup,87,9804298,248.6425,True,,,read
cognodb,point_lookup,88,9804313,248.1772,True,,,read
cognodb,point_lookup,89,9804343,249.4067,True,,,read
cognodb,point_lookup,90,9805465,248.8425,True,,,read
cognodb,point_lookup,91,9809529,250.0713,True,,,read
cognodb,point_lookup,92,9810418,249.2509,True,,,read
cognodb,point_lookup,93,9811432,288.9795,True,,,read
cognodb,point_lookup,94,9811469,280.2894,True,,,read
cognodb,point_lookup,95,9812342,300.6868,True,,,read
cognodb,point_lookup,96,9906506,261.914,True,,,read
cognodb,point_lookup,97,9907534,249.3751,True,,,read
cognodb,point_lookup,98,9909234,250.6399,True,,,read
cognodb,point_lookup,99,9909512,249.547,True,,,read
cognodb,filtered_lookup,0,2106,282.7469,True,,,read
cognodb,filtered_lookup,1,6114,318.58,True,,,read
cognodb,filtered_lookup,2,6217,336.5636,True,,,read
cognodb,filtered_lookup,3,7077,307.5565,True,,,read
cognodb,filtered_lookup,4,7211,287.8464,True,,,read
cognodb,filtered_lookup,5,7232,306.1881,True,,,read
cognodb,filtered_lookup,6,9292,371.8655,True,,,read
cognodb,filtered_lookup,7,10094,284.4542,True,,,read
cognodb,filtered_lookup,8,10180,346.5635,True,,,read
cognodb,filtered_lookup,9,12020,363.592,True,,,read
cognodb,filtered_lookup,10,101328,330.1305,True,,,read
cognodb,filtered_lookup,11,102194,369.8591,True,,,read
cognodb,filtered_lookup,12,102318,343.0524,True,,,read
cognodb,filtered_lookup,13,104122,356.7583,True,,,read
cognodb,filtered_lookup,14,104187,283.7604,True,,,read
cognodb,filtered_lookup,15,105349,362.4356,True,,,read
cognodb,filtered_lookup,16,106261,351.6767,True,,,read
cognodb,filtered_lookup,17,107028,283.4169,True,,,read
cognodb,filtered_lookup,18,107093,358.2783,True,,,read
cognodb,filtered_lookup,19,107295,523.6569,True,,,read
cognodb,filtered_lookup,20,108250,412.996,True,,,read
cognodb,filtered_lookup,21,109054,363.7517,True,,,read
cognodb,filtered_lookup,22,109073,357.9173,True,,,read
cognodb,filtered_lookup,23,110264,333.4973,True,,,read
cognodb,filtered_lookup,24,110376,304.2132,True,,,read
cognodb,filtered_lookup,25,201053,309.2767,True,,,read
cognodb,filtered_lookup,26,204096,349.7922,True,,,read
cognodb,filtered_lookup,27,204176,338.865,True,,,read
cognodb,filtered_lookup,28,204182,301.9204,True,,,read
cognodb,filtered_lookup,29,205038,302.8521,True,,,read
cognodb,filtered_lookup,30,207048,299.5979,True,,,read
cognodb,filtered_lookup,31,207227,296.9126,True,,,read
cognodb,filtered_lookup,32,208138,297.4804,True,,,read
cognodb,filtered_lookup,33,208159,301.8941,True,,,read
cognodb,filtered_lookup,34,209058,299.1537,True,,,read
cognodb,filtered_lookup,35,209108,363.0037,True,,,read
cognodb,filtered_lookup,36,210254,360.1974,True,,,read
cognodb,filtered_lookup,37,302080,346.105,True,,,read
cognodb,filtered_lookup,38,9208245,286.3995,True,,,read
cognodb,filtered_lookup,39,9304275,351.957,True,,,read
cognodb,filtered_lookup,40,9305258,356.4093,True,,,read
cognodb,filtered_lookup,41,9306241,459.0033,True,,,read
cognodb,filtered_lookup,42,9307320,400.8489,True,,,read
cognodb,filtered_lookup,43,9309220,378.7088,True,,,read
cognodb,filtered_lookup,44,9309273,383.9988,True,,,read
cognodb,filtered_lookup,45,9309293,284.3029,True,,,read
cognodb,filtered_lookup,46,9310213,332.8212,True,,,read
cognodb,filtered_lookup,47,9311240,304.2834,True,,,read
cognodb,filtered_lookup,48,9401244,356.1458,True,,,read
cognodb,filtered_lookup,49,9401326,336.985,True,,,read
cognodb,filtered_lookup,50,9403260,285.5662,True,,,read
cognodb,filtered_lookup,51,9403269,317.927,True,,,read
cognodb,filtered_lookup,52,9407272,355.806,True,,,read
cognodb,filtered_lookup,53,9407278,289.4118,True,,,read
cognodb,filtered_lookup,54,9407401,354.4183,True,,,read
cognodb,filtered_lookup,55,9501227,378.5395,True,,,read
cognodb,filtered_lookup,56,9501350,287.936,True,,,read
cognodb,filtered_lookup,57,9501376,335.1869,True,,,read
cognodb,filtered_lookup,58,9502306,286.634,True,,,read
